545,584,3000094
545,584,3000115
545,578,3000494
536,602,3000780
535,605,3001108
537,595,3001251
537,595,3001272
540,598,3001456
542,580,3001456
540,598,3001487
542,580,3001497
539,596,3003023
535,603,3003054
539,596,3003054
537,600,3003084
537,599,3003914
535,605,3004559
539,596,3005163
532,606,3005194
532,606,3005235
534,613,3008112
536,603,3008143
540,596,3008532
536,598,3008675
531,611,3011102
531,611,3011123
529,614,3013406
529,613,3013826
529,615,3014400
527,616,3015915
524,613,3016919
524,613,3016960
528,616,3017185
524,613,3017472
527,617,3017758
526,615,3018280
526,620,3019704
529,615,3019950
526,617,3019980
529,614,3020308
529,614,3020339
529,614,3020421
524,613,3020707
529,613,3020718
526,619,3020912
528,616,3020963
529,614,3021025
529,614,3021076
529,614,3021096
525,615,3021373
522,619,3022192
529,614,3022284
529,614,3022315
526,615,3022387
527,622,3022704
527,622,3022725
525,621,3023175
525,615,3023278
527,617,3023534
527,622,3023575
527,622,3023616
526,617,3023667
527,616,3023800
523,618,3024619
523,618,3024701
523,622,3025274
520,619,3025541
526,619,3026759
526,619,3026780
522,623,3027087
523,625,3027527
520,622,3028121
520,621,3028244
523,621,3028316
526,619,3028766
522,624,3028951
521,625,3029094
525,621,3029770
523,624,3029903
523,621,3030671
521,627,3031203
521,628,3031572
520,619,3031705
520,619,3031736
520,627,3031777
521,624,3031869
522,626,3031930
523,627,3032248
520,626,3032565
520,628,3032627
518,625,3032688
520,621,3032872
522,619,3032954
518,626,3033128
526,620,3033292
518,627,3033815
520,629,3033917
523,622,3034419
523,622,3034449
521,629,3034470
523,624,3034490
522,624,3034716
522,623,3034736
518,630,3035381
520,622,3035504
523,627,3035934
523,627,3035955
523,622,3036344
523,622,3036364
518,631,3036723
522,626,3036846
523,625,3037050
523,622,3037122
523,622,3037153
517,625,3037235
517,625,3037265
517,625,3037286
523,622,3037306
521,631,3037317
521,625,3037736
521,625,3037757
521,624,3037880
520,626,3038464
517,625,3038515
518,625,3038556
518,625,3038576
521,629,3039610
518,625,3040061
518,625,3040081
518,626,3040102
517,632,3040532
518,625,3040665
518,625,3040686
517,633,3040993
521,627,3041095
517,634,3041300
520,627,3041617
518,627,3041648
516,633,3041730
520,628,3042007
516,630,3042099
516,632,3042775
516,636,3043491
514,634,3043717
520,629,3043809
515,632,3043829
520,629,3043942
516,630,3044833
523,627,3045437
523,627,3045457
512,635,3045877
521,625,3046051
514,636,3046072
512,635,3046072
521,625,3046082
516,638,3046287
516,638,3046307
